Reading input files
Number of loci: 4298
Number of admixed populations: 1
Number of individuals: 5
Allowing for uncertainty in allele counts
mcmc iteration: 58000 ........ LnL: -23452.1
mcmc iteration: 59000 ........ LnL: -23295.9
mcmc iteration: 60000 ........ LnL: -23495
mcmc iteration: 61000 ........ LnL: -23494
mcmc iteration: 62000 ........ LnL: -23408.1
mcmc iteration: 63000 ........ LnL: -23366.7
mcmc iteration: 64000 ........ LnL: -23560.1
mcmc iteration: 65000 ........ LnL: -23252.1
mcmc iteration: 66000 ........ LnL: -23415.8
mcmc iteration: 67000 ........ LnL: -23476.3
mcmc iteration: 68000 ........ LnL: -23423.1
mcmc iteration: 69000 ........ LnL: -23362.6
mcmc iteration: 70000 ........ LnL: -23295.4
mcmc iteration: 71000 ........ LnL: -23463.2
mcmc iteration: 72000 ........ LnL: -23400.5
mcmc iteration: 73000 ........ LnL: -23321.2
mcmc iteration: 74000 ........ LnL: -23316.4
mcmc iteration: 75000 ........ LnL: -23302
mcmc iteration: 76000 ........ LnL: -23410.6
mcmc iteration: 77000 ........ LnL: -23402.9
mcmc iteration: 78000 ........ LnL: -23377.5
mcmc iteration: 79000 ........ LnL: -23208.5
mcmc iteration: 80000 ........ LnL: -23346.2
mcmc iteration: 81000 ........ LnL: -23336
mcmc iteration: 82000 ........ LnL: -23334.1
mcmc iteration: 83000 ........ LnL: -23389.4
mcmc iteration: 84000 ........ LnL: -23437.9
mcmc iteration: 85000 ........ LnL: -23451
mcmc iteration: 86000 ........ LnL: -23481.8
mcmc iteration: 87000 ........ LnL: -23474.1
mcmc iteration: 88000 ........ LnL: -23438.1
mcmc iteration: 89000 ........ LnL: -23299.9
mcmc iteration: 90000 ........ LnL: -23498.2
mcmc iteration: 91000 ........ LnL: -23464.4
mcmc iteration: 92000 ........ LnL: -23336.2
mcmc iteration: 93000 ........ LnL: -23406.5
mcmc iteration: 94000 ........ LnL: -23315.4
mcmc iteration: 95000 ........ LnL: -23476
mcmc iteration: 96000 ........ LnL: -23337.9
mcmc iteration: 97000 ........ LnL: -23269.2
mcmc iteration: 98000 ........ LnL: -23368.5
mcmc iteration: 99000 ........ LnL: -23450
mcmc iteration: 100000 ........ LnL: -23267.9
mcmc iteration: 101000 ........ LnL: -23456.6
mcmc iteration: 102000 ........ LnL: -23250.2
mcmc iteration: 103000 ........ LnL: -23484.3
mcmc iteration: 104000 ........ LnL: -23414.7
mcmc iteration: 105000 ........ LnL: -23418.8
mcmc iteration: 106000 ........ LnL: -23408.3
mcmc iteration: 107000 ........ LnL: -23324.6
mcmc iteration: 108000 ........ LnL: -23369.7
mcmc iteration: 109000 ........ LnL: -23390.5
mcmc iteration: 110000 ........ LnL: -23558.7
mcmc iteration: 111000 ........ LnL: -23369.5
mcmc iteration: 112000 ........ LnL: -23302
mcmc iteration: 113000 ........ LnL: -23406.6
mcmc iteration: 114000 ........ LnL: -23492
mcmc iteration: 115000 ........ LnL: -23307
mcmc iteration: 116000 ........ LnL: -23318.5
mcmc iteration: 117000 ........ LnL: -23406.1
mcmc iteration: 118000 ........ LnL: -23366.5
mcmc iteration: 119000 ........ LnL: -23531.2
mcmc iteration: 120000 ........ LnL: -23396.2
mcmc iteration: 121000 ........ LnL: -23448.3
mcmc iteration: 122000 ........ LnL: -23504.5
mcmc iteration: 123000 ........ LnL: -23295.7
mcmc iteration: 124000 ........ LnL: -23411
mcmc iteration: 125000 ........ LnL: -23435.4
mcmc iteration: 126000 ........ LnL: -23382.2
mcmc iteration: 127000 ........ LnL: -23472
mcmc iteration: 128000 ........ LnL: -23316.5
mcmc iteration: 129000 ........ LnL: -23447.6
mcmc iteration: 130000 ........ LnL: -23393.8
mcmc iteration: 131000 ........ LnL: -23347.2
mcmc iteration: 132000 ........ LnL: -23353
mcmc iteration: 133000 ........ LnL: -23348.6
mcmc iteration: 134000 ........ LnL: -23490
mcmc iteration: 135000 ........ LnL: -23427.2
mcmc iteration: 136000 ........ LnL: -23287.8
mcmc iteration: 137000 ........ LnL: -23380.3
mcmc iteration: 138000 ........ LnL: -23466.5
mcmc iteration: 139000 ........ LnL: -23379.8
mcmc iteration: 140000 ........ LnL: -23430.6
mcmc iteration: 141000 ........ LnL: -23397.9
mcmc iteration: 142000 ........ LnL: -23601.9
mcmc iteration: 143000 ........ LnL: -23477.4
mcmc iteration: 144000 ........ LnL: -23356.3
mcmc iteration: 145000 ........ LnL: -23303.5
mcmc iteration: 146000 ........ LnL: -23288
mcmc iteration: 147000 ........ LnL: -23426.8
mcmc iteration: 148000 ........ LnL: -23453.8
mcmc iteration: 149000 ........ LnL: -23388.4
Finished mcmc
Runtime: 10 hr 24 min 30 sec
