Coverage	Frequency	Reads
461	1209	94126425
462	1236	94697457
463	1246	95274355
464	1216	95838579
465	1294	96440289
466	1240	97018129
467	1297	97623828
468	1215	98192448
469	1204	98757124
470	1314	99374704
471	1172	99926716
472	1198	100492172
473	1250	101083422
474	1287	101693460
475	1307	102314285
476	1252	102910237
477	1293	103526998
478	1234	104116850
479	1183	104683507
480	1273	105294547
481	1240	105890987
482	1233	106485293
483	1216	107072621
484	1267	107685849
485	1295	108313924
486	1352	108970996
487	1290	109599226
488	1224	110196538
489	1294	110829304
490	1313	111472674
491	1275	112098699
492	1334	112755027
493	1225	113358952
494	1364	114032768
495	1175	114614393
496	1198	115208601
497	1282	115845755
498	1242	116464271
499	1245	117085526
500	1322	117746526
501	1260	118377786
502	1319	119039924
503	1320	119703884
504	1282	120350012
505	1320	121016612
506	1266	121657208
507	1341	122337095
508	1350	123022895
509	1290	123679505
510	1272	124328225
511	1259	124971574
512	1328	125651510
513	1277	126306611
514	1320	126985091
515	1227	127616996
516	1292	128283668
517	1325	128968693
518	1387	129687159
519	1266	130344213
520	1356	131049333
521	1311	131732364
522	1286	132403656
523	1345	133107091
524	1293	133784623
525	1377	134507548
526	1266	135173464
527	1258	135836430
528	1214	136477422
529	1293	137161419
530	1304	137852539
531	1301	138543370
532	1270	139219010
533	1240	139879930
534	1363	140607772
535	1307	141307017
536	1374	142043481
537	1203	142689492
538	1251	143362530
539	1242	144031968
540	1302	144735048
541	1322	145450250
542	1331	146171652
543	1243	146846601
544	1272	147538569
545	1263	148226904
546	1263	148916502
547	1316	149636354
548	1279	150337246
549	1275	151037221
550	1281	151741771
551	1244	152427215
552	1320	153155855
553	1264	153854847
554	1232	154537375
555	1317	155268310
556	1313	155998338
557	1257	156698487
558	1278	157411611
559	1232	158100299
560	1321	158840059
561	1221	159525040
562	1292	160251144
563	1259	160959961
564	1323	161706133
565	1340	162463233
566	1280	163187713
567	1307	163928782
568	1251	164639350
569	1236	165342634
570	1325	166097884
571	1250	166811634
572	1260	167532354
573	1342	168301320
574	1402	169106068
575	1287	169846093
576	1307	170598925
577	1250	171320175
578	1292	172066951
579	1341	172843390
580	1212	173546350
581	1213	174251103
582	1278	174994899
583	1289	175746386
584	1236	176468210
585	1278	177215840
586	1235	177939550
587	1245	178670365
588	1323	179448289
589	1229	180172170
590	1306	180942710
591	1249	181680869
592	1234	182411397
593	1224	183137229
594	1265	183888639
595	1152	184574079
596	1243	185314907
597	1203	186033098
598	1256	186784186
599	1246	187530540
600	1211	188257140
601	1232	188997572
602	1193	189715758
603	1236	190461066
604	1140	191149626
605	1206	191879256
606	1228	192623424
607	1179	193339077
608	1230	194086917
609	1192	194812845
610	1226	195560705
611	1230	196312235
612	1208	197051531
613	1147	197754642
614	1142	198455830
615	1180	199181530
616	1258	199956458
617	1200	200696858
618	1202	201439694
619	1234	202203540
620	1162	202923980
621	1230	203687810
622	1224	204449138
623	1182	205185524
624	1178	205920596
625	1201	206671221
626	1116	207369837
627	1174	208105935
628	1157	208832531
629	1143	209551478
630	1137	210267788
631	1173	211007951
632	1152	211736015
633	1166	212474093
634	1181	213222847
635	1138	213945477
636	1168	214688325
637	1123	215403676
638	1121	216118874
639	1090	216815384
640	1202	217584664
641	1177	218339121
642	1154	219079989
643	1157	219823940
644	1152	220565828
645	1089	221268233
646	1108	221984001
647	1084	222685349
648	1135	223420829
649	1028	224088001
650	1110	224809501
651	1065	225502816
652	1146	226250008
653	1092	226963084
654	1089	227675290
655	1065	228372865
656	1112	229102337
657	1109	229830950
658	1073	230536984
659	1067	231240137
660	1067	231944357
661	1054	232641051
662	1055	233339461
663	1023	234017710
664	1066	234725534
665	1065	235433759
666	965	236076449
667	1047	236774798
668	1012	237450814
669	1043	238148581
670	1016	238829301
671	1010	239507011
672	1014	240188419
673	1126	240946217
674	1050	241653917
675	968	242307317
676	1051	243017793
677	978	243679899
678	992	244352475
679	1020	245045055
680	1012	245733215
681	1026	246431921
682	969	247092779
683	1039	247802416
684	1005	248489836
685	977	249159081
686	964	249820385
687	1008	250512881
688	976	251184369
689	931	251825828
690	923	252462698
691	948	253117766
692	966	253786238
693	987	254470229
694	995	255160759
695	901	255786954
696	923	256429362
697	964	257101270
698	958	257769954
699	940	258427014
700	941	259085714
701	921	259731335
702	963	260407361
703	940	261068181
704	911	261709525
705	903	262346140
706	940	263009780
707	964	263691328
708	936	264354016
709	902	264993534
710	896	265629694
711	920	266283814
712	936	266950246
713	914	267601928
714	891	268238102
715	921	268896617
716	847	269503069
717	846	270109651
718	874	270737183
719	831	271334672
720	850	271946672
721	871	272574663
722	864	273198471
723	877	273832542
724	861	274455906
725	828	275056206
726	824	275654430
727	790	276228760
728	813	276820624
729	785	277392889
730	842	278007549
731	846	278625975
732	808	279217431
733	801	279804564
734	797	280389562
735	780	280962862
736	766	281526638
737	844	282148666
738	780	282724306
739	799	283314767
740	817	283919347
741	839	284541046
742	766	285109418
743	772	285683014
744	838	286306486
745	797	286900251
746	740	287452291
747	795	288046156
748	753	288609400
749	742	289165158
750	770	289742658
751	713	290278121
752	753	290844377
753	763	291418916
754	703	291948978
755	698	292475968
756	646	292964344
757	737	293522253
758	693	294047547
759	734	294604653
760	684	295124493
761	675	295638168
762	675	296152518
763	704	296689670
764	687	297214538
765	685	297738563
766	684	298262507
767	632	298747251
768	673	299264115
769	707	299807798
770	670	300323698
771	639	300816367
772	619	301294235
773	659	301803642
774	647	302304420
775	607	302774845
776	646	303276141
777	648	303779637
778	621	304262775
779	646	304766009
780	616	305246489
781	638	305744767
782	611	306222569
783	616	306704897
784	588	307165889
785	607	307642384
786	608	308120272
787	598	308590898
788	581	309048726
789	589	309513447
790	572	309965327
791	602	310441509
792	531	310862061
793	582	311323587
794	552	311761875
795	536	312187995
796	576	312646491
797	543	313079262
798	558	313524546
799	524	313943222
800	545	314379222
801	537	314809359
802	500	315210359
803	513	315622298
804	515	316036358
805	487	316428393
806	490	316823333
807	452	317188097
808	499	317591289
809	514	318007115
810	455	318375665
811	495	318777110
812	502	319184734
813	489	319582291
814	460	319956731
815	459	320330816
816	428	320680064
817	456	321052616
818	473	321439530
819	474	321827736
820	413	322166396
821	461	322544877
822	440	322906557
823	439	323267854
824	442	323632062
825	439	323994237
826	403	324327115
827	410	324666185
828	404	325000697
829	453	325376234
830	382	325693294
831	394	326020708
832	438	326385124
833	413	326729153
834	392	327056081
835	395	327385906
836	368	327693554
837	397	328025843
838	394	328356015
839	345	328645470
840	373	328958790
841	379	329277529
842	366	329585701
843	350	329880751
844	356	330181215
845	372	330495555
846	357	330797577
847	327	331074546
848	317	331343362
849	337	331629475
850	327	331907425
851	309	332170384
852	314	332437912
853	338	332726226
854	304	332985842
855	288	333232082
856	314	333500866
857	321	333775963
858	291	334025641
859	291	334275610
860	297	334531030
861	281	334772971
862	288	335021227
863	302	335281853
864	262	335508221
865	250	335724471
866	272	335960023
867	274	336197581
868	251	336415449
869	268	336648341
870	284	336895421
871	249	337112300
872	255	337334660
873	282	337580846
874	249	337798472
875	249	338016347
876	272	338254619
877	263	338485270
878	232	338688966
879	214	338877072
880	237	339085632
881	231	339289143
882	226	339488475
883	221	339683618
884	227	339884286
885	240	340096686
886	216	340288062
887	217	340480541
888	196	340654589
889	220	340850169
890	177	341007699
891	191	341177880
892	216	341370552
893	168	341520576
894	220	341717256
895	203	341898941
896	183	342062909
897	144	342192077
898	179	342352819
899	172	342507447
900	204	342691047
901	179	342852326
902	187	343021000
903	180	343183540
904	185	343350780
905	201	343532685
906	170	343686705
907	168	343839081
908	161	343985269
909	139	344111620
910	159	344256310
911	123	344368363
912	162	344516107
913	164	344665839
914	148	344801111
915	148	344936531
916	144	345068435
917	154	345209653
918	137	345335419
919	152	345475107
920	140	345603907
921	143	345735610
922	135	345860080
923	139	345988377
924	123	346102029
925	137	346228754
926	130	346349134
927	131	346470571
928	128	346589355
929	125	346705480
930	131	346827310
931	114	346933444
932	119	347044352
933	99	347136719
934	116	347245063
935	138	347374093
936	107	347474245
937	117	347583874
938	104	347681426
939	118	347792228
940	107	347892808
941	84	347971852
942	83	348050038
943	79	348124535
944	105	348223655
945	104	348321935
946	103	348419373
947	98	348512179
948	93	348600343
949	91	348686702
950	100	348781702
951	74	348852076
952	105	348952036
953	71	349019699
954	77	349093157
955	77	349166692
956	91	349253688
957	83	349333119
958	85	349414549
959	78	349489351
960	76	349562311
961	71	349630542
962	78	349705578
963	71	349773951
964	71	349842395
965	66	349906085
966	68	349971773
967	69	350038496
968	69	350105288
969	62	350165366
970	73	350236176
971	61	350295407
972	61	350354699
973	48	350401403
974	62	350461791
975	59	350519316
976	49	350567140
977	63	350628691
978	61	350688349
979	57	350744152
980	60	350802952
981	62	350863774
982	50	350912874
983	44	350956126
984	59	351014182
985	59	351072297
986	45	351116667
987	60	351175887
988	49	351224299
989	44	351267815
990	54	351321275
991	53	351373798
992	50	351423398
993	55	351478013
994	47	351524731
995	58	351582441
996	42	351624273
997	38	351662159
998	40	351702079
999	37	351739042
1000	36	351775042
1001	52	351827094
1002	38	351865170
1003	36	351901278
1004	39	351940434
1005	28	351968574
1006	48	352016862
1007	42	352059156
1008	28	352087380
1009	39	352126731
1010	32	352159051
1011	31	352190392
1012	35	352225812
1013	33	352259241
1014	43	352302843
1015	37	352340398
1016	27	352367830
1017	35	352403425
1018	34	352438037
1019	29	352467588
1020	35	352503288
1021	23	352526771
1022	29	352556409
1023	31	352588122
1024	20	352608602
1025	35	352644477
1026	21	352666023
1027	33	352699914
1028	22	352722530
1029	24	352747226
1030	31	352779156
1031	20	352799776
1032	14	352814224
1033	21	352835917
1034	13	352849359
1035	32	352882479
1036	21	352904235
1037	15	352919790
1038	25	352945740
1039	23	352969637
1040	20	352990437
1041	20	353011257
1042	20	353032097
1043	19	353051914
1044	20	353072794
1045	24	353097874
1046	25	353124024
1047	16	353140776
1048	22	353163832
1049	23	353187959
1050	14	353202659
1051	26	353229985
1052	29	353260493
1053	21	353282606
1054	12	353295254
1055	15	353311079
1056	18	353330087
1057	20	353351227
1058	17	353369213
1059	20	353390393
1060	10	353400993
1061	9	353410542
1062	12	353423286
1063	15	353439231
1064	13	353453063
1065	13	353466908
1066	14	353481832
1067	7	353489301
1068	15	353505321
1069	13	353519218
1070	12	353532058
1071	8	353540626
1072	12	353553490
1073	21	353576023
1074	19	353596429
1075	15	353612554
1076	7	353620086
1077	11	353631933
1078	12	353644869
1079	13	353658896
1080	13	353672936
1081	8	353681584
1082	9	353691322
1083	16	353708650
1084	10	353719490
1085	8	353728170
1086	13	353742288
1087	5	353747723
1088	5	353753163
1089	8	353761875
1090	13	353776045
1091	13	353790228
1092	6	353796780
1093	5	353802245
1094	12	353815373
1095	15	353831798
1096	6	353838374
1097	10	353849344
1098	6	353855932
1099	7	353863625
1100	7	353871325
1101	4	353875729
1102	3	353879035
1103	6	353885653
1104	10	353896693
1105	6	353903323
1106	4	353907747
1107	5	353913282
1108	6	353919930
1109	9	353929911
1110	8	353938791
1111	7	353946568
1112	12	353959912
1113	11	353972155
1114	9	353982181
1115	5	353987756
1116	7	353995568
1117	4	354000036
1118	4	354004508
1119	8	354013460
1120	4	354017940
1121	3	354021303
1122	5	354026913
1123	7	354034774
1124	7	354042642
1125	4	354047142
1126	5	354052772
1127	8	354061788
1128	4	354066300
1129	8	354075332
1130	10	354086632
1131	2	354088894
1132	9	354099082
1133	3	354102481
1134	6	354109285
1135	5	354114960
1136	5	354120640
1137	4	354125188
1138	2	354127464
1139	3	354130881
1140	6	354137721
1141	9	354147990
1142	5	354153700
1143	6	354160558
1144	8	354169710
1145	4	354174290
1146	7	354182312
1147	8	354191488
1148	11	354204116
1149	4	354208712
1150	4	354213312
1151	6	354220218
1152	3	354223674
1153	4	354228286
1154	9	354238672
1155	3	354242137
1156	2	354244449
1157	10	354256019
1158	4	354260651
1159	3	354264128
1160	4	354268768
1161	7	354276895
1162	1	354278057
1163	4	354282709
1164	2	354285037
1165	10	354296687
1166	2	354299019
1167	5	354304854
1168	2	354307190
1169	5	354313035
1170	6	354320055
1171	5	354325910
1172	8	354335286
1173	7	354343497
1174	3	354347019
1175	2	354349369
1176	4	354354073
1177	5	354359958
1178	3	354363492
1179	4	354368208
1180	3	354371748
1181	5	354377653
1182	3	354381199
1183	1	354382382
1184	10	354394222
1185	5	354400147
1186	1	354401333
1187	3	354404894
1188	4	354409646
1189	2	354412024
1190	3	354415594
1191	1	354416785
1192	3	354420361
1193	2	354422747
1195	4	354427527
1196	3	354431115
1197	1	354432312
1198	2	354434708
1199	2	354437106
1200	4	354441906
1201	7	354450313
1202	1	354451515
1203	3	354455124
1204	3	354458736
1205	3	354462351
1206	5	354468381
1207	1	354469588
1208	1	354470796
1209	5	354476841
1210	2	354479261
1211	2	354481683
1212	4	354486531
1213	2	354488957
1214	6	354496241
1215	4	354501101
1216	5	354507181
1218	3	354510835
1219	3	354514492
1220	4	354519372
1221	4	354524256
1222	1	354525478
1224	4	354530374
1225	3	354534049
1226	2	354536501
1227	1	354537728
1228	3	354541412
1229	2	354543870
1230	3	354547560
1231	3	354551253
1232	2	354553717
1233	3	354557416
1234	2	354559884
1235	1	354561119
1236	4	354566063
1237	3	354569774
1238	1	354571012
1239	4	354575968
1240	2	354578448
1241	1	354579689
1242	1	354580931
1244	4	354585907
1245	2	354588397
1246	3	354592135
1247	1	354593382
1248	2	354595878
1249	1	354597127
1250	2	354599627
1251	3	354603380
1252	1	354604632
1253	3	354608391
1254	4	354613407
1255	1	354614662
1256	2	354617174
1257	2	354619688
1258	2	354622204
1259	1	354623463
1260	4	354628503
1261	1	354629764
1262	1	354631026
1263	3	354634815
1264	1	354636079
1265	2	354638609
1266	1	354639875
1267	4	354644943
1268	2	354647479
1269	2	354650017
1270	3	354653827
1271	4	354658911
1272	1	354660183
1273	4	354665275
1274	2	354667823
1275	5	354674198
1276	1	354675474
1277	3	354679305
1278	1	354680583
1279	3	354684420
1280	1	354685700
1281	3	354689543
1282	2	354692107
1283	3	354695956
1284	1	354697240
1285	1	354698525
1286	4	354703669
1287	1	354704956
1288	2	354707532
1289	2	354710110
1290	2	354712690
1291	3	354716563
1292	1	354717855
1293	2	354720441
1294	3	354724323
1296	3	354728211
1297	3	354732102
1299	4	354737298
1300	2	354739898
1301	2	354742500
1302	4	354747708
1303	1	354749011
1304	3	354752923
1305	4	354758143
1306	2	354760755
1308	3	354764679
1309	3	354768606
1310	1	354769916
1311	2	354772538
1312	1	354773850
1314	3	354777792
1316	4	354783056
1317	1	354784373
1318	1	354785691
1319	2	354788329
1320	2	354790969
1321	3	354794932
1322	1	354796254
1324	3	354800226
1325	1	354801551
1326	2	354804203
1327	2	354806857
1328	1	354808185
1329	2	354810843
1330	1	354812173
1331	1	354813504
1332	2	354816168
1333	1	354817501
1335	4	354822841
1336	2	354825513
1338	1	354826851
1339	6	354834885
1340	1	354836225
1341	3	354840248
1342	3	354844274
1343	1	354845617
1345	1	354846962
1347	1	354848309
1348	3	354852353
1349	1	354853702
1350	6	354861802
1351	1	354863153
1352	1	354864505
1354	4	354869921
1355	1	354871276
1356	2	354873988
1357	1	354875345
1358	1	354876703
1359	4	354882139
1360	3	354886219
1361	2	354888941
1362	1	354890303
1363	2	354893029
1364	1	354894393
1366	2	354897125
1367	2	354899859
1368	1	354901227
1369	2	354903965
1370	2	354906705
1371	3	354910818
1372	2	354913562
1373	2	354916308
1375	2	354919058
1376	4	354924562
1377	4	354930070
1378	3	354934204
1379	2	354936962
1380	1	354938342
1381	2	354941104
1382	1	354942486
1383	3	354946635
1384	3	354950787
1385	2	354953557
1386	1	354954943
1388	4	354960495
1389	5	354967440
1390	1	354968830
1391	2	354971612
1392	1	354973004
1393	1	354974397
1394	2	354977185
1397	1	354978582
1400	2	354981382
1401	2	354984184
1402	1	354985586
1403	3	354989795
1404	1	354991199
1406	2	354994011
1407	1	354995418
1408	3	354999642
1409	1	355001051
1411	3	355005284
1412	3	355009520
1413	4	355015172
1415	1	355016587
1417	1	355018004
1419	2	355020842
1420	1	355022262
1421	1	355023683
1422	1	355025105
1424	1	355026529
1425	1	355027954
1426	2	355030806
1427	1	355032233
1428	1	355033661
1429	2	355036519
1430	1	355037949
1431	2	355040811
1432	1	355042243
1433	1	355043676
1434	2	355046544
1435	2	355049414
1436	1	355050850
1437	2	355053724
1438	3	355058038
1439	2	355060916
1440	5	355068116
1442	2	355071000
1443	1	355072443
1444	4	355078219
1445	1	355079664
1446	1	355081110
1448	4	355086902
1449	2	355089800
1450	3	355094150
1451	1	355095601
1453	2	355098507
1454	1	355099961
1456	2	355102873
1457	2	355105787
1458	1	355107245
1459	1	355108704
1460	1	355110164
1462	2	355113088
1463	3	355117477
1464	2	355120405
1465	1	355121870
1466	3	355126268
1468	2	355129204
1469	1	355130673
1470	3	355135083
1471	1	355136554
1472	1	355138026
1474	1	355139500
1475	1	355140975
1476	1	355142451
1477	1	355143928
1478	1	355145406
1479	2	355148364
1480	2	355151324
1483	1	355152807
1484	1	355154291
1486	4	355160235
1487	2	355163209
1488	1	355164697
1490	1	355166187
1491	1	355167678
1492	1	355169170
1493	3	355173649
1494	2	355176637
1496	2	355179629
1497	1	355181126
1500	2	355184126
1501	1	355185627
1502	1	355187129
1503	1	355188632
1505	4	355194652
1506	1	355196158
1507	1	355197665
1509	2	355200683
1510	2	355203703
1513	1	355205216
1515	1	355206731
1516	1	355208247
1517	1	355209764
1518	1	355211282
1519	1	355212801
1521	1	355214322
1523	1	355215845
1524	2	355218893
1525	1	355220418
1526	3	355224996
1527	1	355226523
1528	1	355228051
1529	1	355229580
1531	1	355231111
1532	4	355237239
1533	2	355240305
1535	1	355241840
1537	1	355243377
1538	1	355244915
1539	2	355247993
1541	1	355249534
1542	1	355251076
1543	1	355252619
1544	1	355254163
1546	1	355255709
1547	2	355258803
1551	2	355261905
1552	2	355265009
1553	1	355266562
1554	1	355268116
1556	1	355269672
1557	3	355274343
1558	1	355275901
1559	2	355279019
1560	1	355280579
1561	1	355282140
1564	1	355283704
1565	1	355285269
1566	3	355289967
1568	1	355291535
1570	1	355293105
1573	3	355297824
1574	3	355302546
1575	1	355304121
1576	1	355305697
1577	3	355310428
1580	1	355312008
1581	2	355315170
1582	3	355319916
1583	1	355321499
1587	1	355323086
1588	1	355324674
1589	1	355326263
1592	2	355329447
1594	1	355331041
1595	1	355332636
1598	1	355334234
1602	3	355339040
1604	1	355340644
1605	3	355345459
1606	1	355347065
1608	1	355348673
1609	1	355350282
1611	1	355351893
1614	3	355356735
1616	1	355358351
1618	1	355359969
1620	1	355361589
1621	1	355363210
1622	2	355366454
1623	1	355368077
1624	2	355371325
1625	1	355372950
1628	1	355374578
1630	3	355379468
1631	1	355381099
1634	1	355382733
1635	1	355384368
1636	1	355386004
1639	1	355387643
1641	2	355390925
1642	1	355392567
1645	2	355395857
1646	1	355397503
1647	1	355399150
1651	1	355400801
1655	1	355402456
1656	2	355405768
1657	1	355407425
1658	1	355409083
1661	3	355414066
1662	1	355415728
1667	2	355419062
1668	2	355422398
1672	1	355424070
1674	4	355430766
1675	1	355432441
1676	1	355434117
1677	1	355435794
1679	2	355439152
1681	1	355440833
1682	1	355442515
1683	1	355444198
1684	1	355445882
1687	1	355447569
1688	2	355450945
1690	1	355452635
1692	1	355454327
1693	1	355456020
1695	1	355457715
1696	1	355459411
1697	1	355461108
1699	2	355464506
1701	2	355467908
1702	3	355473014
1704	1	355474718
1705	1	355476423
1706	2	355479835
1708	2	355483251
1709	2	355486669
1710	1	355488379
1712	2	355491803
1714	3	355496945
1715	2	355500375
1718	2	355503811
1723	1	355505534
1725	1	355507259
1726	1	355508985
1728	1	355510713
1729	1	355512442
1733	1	355514175
1734	2	355517643
1735	1	355519378
1736	1	355521114
1738	1	355522852
1747	1	355524599
1748	1	355526347
1753	2	355529853
1756	3	355535121
1757	1	355536878
1758	1	355538636
1761	1	355540397
1764	1	355542161
1765	1	355543926
1766	1	355545692
1768	1	355547460
1771	1	355549231
1772	2	355552775
1779	1	355554554
1782	1	355556336
1783	1	355558119
1786	1	355559905
1787	2	355563479
1789	1	355565268
1790	1	355567058
