Reading input files
Number of loci: 897
Number of admixed populations: 1
Number of individuals: 6
Allowing for uncertainty in allele counts
mcmc iteration: 57000 ........ LnL: -10126.4
mcmc iteration: 58000 ........ LnL: -10120.7
mcmc iteration: 59000 ........ LnL: -10103.3
mcmc iteration: 60000 ........ LnL: -10180
mcmc iteration: 61000 ........ LnL: -10131.5
mcmc iteration: 62000 ........ LnL: -10151.8
mcmc iteration: 63000 ........ LnL: -10124.8
mcmc iteration: 64000 ........ LnL: -10104.6
mcmc iteration: 65000 ........ LnL: -10129.4
mcmc iteration: 66000 ........ LnL: -10145.2
mcmc iteration: 67000 ........ LnL: -10095.1
mcmc iteration: 68000 ........ LnL: -10149.6
mcmc iteration: 69000 ........ LnL: -10129.4
mcmc iteration: 70000 ........ LnL: -10113.7
mcmc iteration: 71000 ........ LnL: -10132.4
mcmc iteration: 72000 ........ LnL: -10104.7
mcmc iteration: 73000 ........ LnL: -10169.3
mcmc iteration: 74000 ........ LnL: -10119.5
mcmc iteration: 75000 ........ LnL: -10104.3
mcmc iteration: 76000 ........ LnL: -10065.9
mcmc iteration: 77000 ........ LnL: -10108.5
mcmc iteration: 78000 ........ LnL: -10125.3
mcmc iteration: 79000 ........ LnL: -10088.4
mcmc iteration: 80000 ........ LnL: -10108.1
mcmc iteration: 81000 ........ LnL: -10102.1
mcmc iteration: 82000 ........ LnL: -10145.4
mcmc iteration: 83000 ........ LnL: -10136.5
mcmc iteration: 84000 ........ LnL: -10153.5
mcmc iteration: 85000 ........ LnL: -10132
mcmc iteration: 86000 ........ LnL: -10127.9
mcmc iteration: 87000 ........ LnL: -10128.5
mcmc iteration: 88000 ........ LnL: -10115.7
mcmc iteration: 89000 ........ LnL: -10161.6
mcmc iteration: 90000 ........ LnL: -10096.7
mcmc iteration: 91000 ........ LnL: -10125.7
mcmc iteration: 92000 ........ LnL: -10167.5
mcmc iteration: 93000 ........ LnL: -10095.6
mcmc iteration: 94000 ........ LnL: -10130.4
mcmc iteration: 95000 ........ LnL: -10122
mcmc iteration: 96000 ........ LnL: -10114.6
mcmc iteration: 97000 ........ LnL: -10079.6
mcmc iteration: 98000 ........ LnL: -10151.7
mcmc iteration: 99000 ........ LnL: -10154.8
mcmc iteration: 100000 ........ LnL: -10187
mcmc iteration: 101000 ........ LnL: -10124.6
mcmc iteration: 102000 ........ LnL: -10113.6
mcmc iteration: 103000 ........ LnL: -10107.5
mcmc iteration: 104000 ........ LnL: -10135.2
mcmc iteration: 105000 ........ LnL: -10145.9
mcmc iteration: 106000 ........ LnL: -10137.4
mcmc iteration: 107000 ........ LnL: -10154.6
mcmc iteration: 108000 ........ LnL: -10160.7
mcmc iteration: 109000 ........ LnL: -10150.7
mcmc iteration: 110000 ........ LnL: -10152.4
mcmc iteration: 111000 ........ LnL: -10148.4
mcmc iteration: 112000 ........ LnL: -10121
mcmc iteration: 113000 ........ LnL: -10122.1
mcmc iteration: 114000 ........ LnL: -10131.2
mcmc iteration: 115000 ........ LnL: -10114.8
mcmc iteration: 116000 ........ LnL: -10130
mcmc iteration: 117000 ........ LnL: -10105
mcmc iteration: 118000 ........ LnL: -10117
mcmc iteration: 119000 ........ LnL: -10114.9
mcmc iteration: 120000 ........ LnL: -10098.1
mcmc iteration: 121000 ........ LnL: -10109.9
mcmc iteration: 122000 ........ LnL: -10133.7
mcmc iteration: 123000 ........ LnL: -10148.2
mcmc iteration: 124000 ........ LnL: -10185.9
mcmc iteration: 125000 ........ LnL: -10120.4
mcmc iteration: 126000 ........ LnL: -10142.7
mcmc iteration: 127000 ........ LnL: -10123.7
mcmc iteration: 128000 ........ LnL: -10162.3
mcmc iteration: 129000 ........ LnL: -10086.1
mcmc iteration: 130000 ........ LnL: -10145
mcmc iteration: 131000 ........ LnL: -10145.5
mcmc iteration: 132000 ........ LnL: -10136.2
mcmc iteration: 133000 ........ LnL: -10116.3
mcmc iteration: 134000 ........ LnL: -10152.1
mcmc iteration: 135000 ........ LnL: -10081
mcmc iteration: 136000 ........ LnL: -10126.9
mcmc iteration: 137000 ........ LnL: -10082.1
mcmc iteration: 138000 ........ LnL: -10129.5
mcmc iteration: 139000 ........ LnL: -10141.9
mcmc iteration: 140000 ........ LnL: -10099.8
mcmc iteration: 141000 ........ LnL: -10151.2
mcmc iteration: 142000 ........ LnL: -10171.1
mcmc iteration: 143000 ........ LnL: -10169.6
mcmc iteration: 144000 ........ LnL: -10134.3
mcmc iteration: 145000 ........ LnL: -10138.5
mcmc iteration: 146000 ........ LnL: -10119
mcmc iteration: 147000 ........ LnL: -10118.9
mcmc iteration: 148000 ........ LnL: -10148.8
mcmc iteration: 149000 ........ LnL: -10186.2
Finished mcmc
Runtime: 2 hr 52 min 56 sec
